no_neighs,no_nodes,tau_block,tau_attestation,mainchain_rate,branch_ratio
3,96,21.0,5.0,0.27450980392156865,2.0357142857142856
3,96,21.0,7.0,0.27450980392156865,2.0714285714285716
3,96,21.0,9.0,0.27450980392156865,2.392857142857143
3,96,21.0,11.0,0.28431372549019607,2.2413793103448274
3,96,21.0,13.0,0.28431372549019607,1.7586206896551724
3,96,21.0,15.0,0.27450980392156865,2.0357142857142856
3,96,21.0,17.0,0.2549019607843137,2.230769230769231
3,96,21.0,19.0,0.30392156862745096,1.3225806451612903
3,96,21.0,21.0,0.28431372549019607,1.6896551724137931
3,96,1.0,1.0,1.0,0.0
3,96,1.0,3.0,1.0,0.0
3,96,1.0,5.0,1.0,0.0
3,96,1.0,7.0,1.0,0.0
3,96,1.0,9.0,1.0,0.0
